customer_id,snapshot_year,exposure_at_default,recovered_amount,annual_income,credit_score_internal,rating_grade,default_flag,batch_run_date,recovery_rate,lgd,log_ead,log_income,score_bin,segment_type,loan_size_bucket,loan_purpose,collateral_type,loan_term,payment_history,default_history,recovery_type
448,2024,4304.98,6313.56,74472.17,753,5,1,2024-03-07,0.77,0.49,8.991281,11.20401,3,Retail,1,business,none,24,1,2,partial
452,2024,37005.62,40671.72,102796.7,490,4,0,2024-01-04,0.52,0.59,10.814822,12.203442,0,Retail,0,business,none,48,2,3,partial
455,2023,73530.89,46212.71,70281.11,739,3,1,2024-01-30,0.61,0.36,9.155053,12.163976,0,Corporate,3,business,property,24,3,3,partial
457,2023,82217.37,23033.49,86490.41,486,1,0,2024-01-13,0.72,0.61,10.200558,12.15107,2,Retail,1,renovation,property,48,4,2,partial
460,2024,32003.04,24948.56,48717.19,666,4,0,2024-01-21,0.03,0.88,9.508429,12.019767,1,Corporate,3,business,property,36,2,1,partial
463,2024,80060.73,15913.1,179400.7,388,6,0,2024-02-10,0.57,0.96,10.05148,10.997278,2,Retail,1,consumption,property,24,0,3,partial
467,2023,96807.83,44713.26,21801.87,486,5,0,2024-04-30,0.88,0.58,9.350912,11.660266,0,Corporate,2,consumption,property,36,0,1,partial
470,2024,85830.52,32245.15,178833.65,431,3,1,2024-01-19,0.02,0.04,11.466229,11.008338,3,Retail,2,consumption,vehicle,36,2,1,partial
476,2024,12646.75,14412.58,122902.2,675,3,1,2024-02-17,0.41,0.97,10.260417,11.108598,2,Corporate,3,consumption,vehicle,48,4,0,partial
482,2023,74233.3,14939.14,79698.41,398,6,1,2024-03-26,0.93,0.71,10.713236,11.775077,1,Retail,3,business,property,48,0,2,partial
483,2024,32647.02,44560.0,150150.28,333,5,0,2024-03-03,0.35,0.34,11.40716,10.21651,2,Corporate,1,business,property,24,0,0,partial
492,2024,98853.18,681.7,111395.39,470,3,0,2024-05-27,0.46,0.15,11.128084,12.178206,4,Corporate,3,business,property,60,3,4,partial
495,2023,49050.54,16136.33,109839.56,665,5,0,2024-02-06,0.98,0.14,11.037897,12.130067,1,Corporate,3,consumption,none,12,1,0,partial
497,2023,13120.96,27717.83,39825.61,358,3,1,2024-01-31,0.2,0.17,11.168345,11.3912,4,Retail,1,renovation,none,48,4,3,partial
499,2023,72793.37,7410.87,90112.88,480,2,0,2024-03-14,0.07,0.05,11.327251,11.633168,3,Retail,1,investment,property,36,3,3,partial
500,2024,32978.11,4604.94,63391.58,318,6,0,2024-05-25,0.86,0.9,11.383844,11.551208,0,Corporate,2,investment,property,12,1,3,partial
503,2023,99710.74,40763.82,22825.26,525,5,0,2024-04-16,0.87,0.54,11.076315,12.094006,2,Corporate,0,investment,none,24,0,4,partial
504,2023,97998.46,44720.22,84817.93,772,4,0,2024-04-12,0.47,0.7,11.397646,11.877217,2,Retail,3,renovation,none,12,1,1,partial
506,2023,65957.27,41180.32,36167.98,394,2,1,2024-04-19,0.51,0.83,10.896838,11.157122,4,Retail,1,business,none,12,0,3,partial
508,2023,13852.82,44939.39,66229.41,596,7,0,2024-01-20,0.84,0.79,10.256002,11.51724,4,Retail,2,investment,none,60,3,0,partial
509,2023,68999.24,27655.6,36652.99,474,4,0,2024-05-18,0.74,0.88,11.386552,11.484679,0,Retail,0,investment,none,60,0,1,partial
510,2023,10210.02,40612.91,38169.49,521,6,0,2024-03-26,0.27,0.97,10.907914,12.168793,2,Retail,3,business,property,12,1,0,partial
512,2024,3907.05,19202.13,55822.03,353,3,1,2024-02-13,0.02,0.44,11.415408,10.850443,0,Corporate,2,investment,property,60,3,0,partial
515,2024,82472.89,33313.39,199972.86,702,7,0,2024-03-22,0.48,0.95,8.512706,10.494733,4,Corporate,0,business,none,60,1,3,partial
516,2023,21765.54,49441.78,20393.15,617,4,1,2024-03-04,0.86,0.72,10.605472,12.092413,4,Corporate,3,investment,property,12,1,0,partial
519,2023,38523.69,11286.39,134961.07,648,2,0,2024-05-01,0.9,0.07,11.45988,12.108485,1,Corporate,2,business,none,48,2,4,partial
523,2023,97372.28,19494.99,45423.87,742,7,1,2024-06-10,0.96,0.68,10.154883,12.083419,4,Retail,3,consumption,none,60,0,1,partial
526,2024,34347.21,24002.37,185713.06,839,7,1,2024-03-27,0.88,0.69,11.453314,11.626047,4,Retail,0,renovation,none,12,0,3,partial
527,2024,30352.49,6900.77,36853.92,581,5,0,2024-03-05,0.58,0.91,11.466225,11.840465,0,Corporate,1,investment,property,48,1,3,partial
530,2024,91902.59,4051.93,191911.37,659,1,0,2024-02-24,0.44,0.37,11.38887,11.706898,1,Retail,2,business,property,60,0,0,partial
531,2024,11964.1,41486.14,129966.75,307,4,0,2024-03-14,0.77,0.58,10.947364,10.389045,1,Retail,0,consumption,property,12,4,0,partial
533,2024,76198.66,48839.72,20228.25,790,1,0,2024-04-26,0.74,0.01,11.082881,11.753919,2,Corporate,3,business,property,60,0,2,partial
536,2024,98818.49,20236.25,180921.3,640,6,1,2024-05-08,0.54,0.33,11.374733,10.019115,3,Corporate,0,investment,vehicle,48,3,2,partial
543,2024,90228.31,4382.49,113908.12,771,4,0,2024-06-14,0.09,0.06,11.262087,11.270838,2,Retail,0,investment,none,12,0,3,partial
547,2024,65515.12,3290.59,67280.55,548,4,0,2024-05-16,0.93,0.52,11.056908,12.143206,2,Corporate,1,investment,none,48,4,3,partial
554,2024,32092.02,44565.91,158110.25,534,5,0,2024-04-04,0.46,0.82,11.495216,11.221626,2,Retail,2,investment,property,36,1,0,partial
555,2023,26177.88,23190.71,186799.8,382,3,0,2024-05-24,0.36,0.21,11.140165,12.1504,1,Corporate,0,investment,property,24,0,4,partial
565,2023,82106.26,16001.37,107064.35,392,2,1,2024-04-08,0.63,0.53,11.488363,11.082529,0,Retail,1,consumption,vehicle,36,3,4,partial
566,2023,88102.37,23823.06,76799.63,693,2,0,2024-04-21,0.67,0.2,8.807241,11.246642,4,Corporate,1,business,none,60,4,0,partial
574,2023,53018.06,15915.2,162010.12,567,2,1,2024-02-21,0.21,0.12,9.599546,11.798964,1,Retail,1,business,none,48,2,2,partial
579,2024,25189.65,24451.79,142721.39,716,6,1,2024-05-25,0.84,0.51,10.729753,11.964599,4,Retail,3,investment,property,12,1,2,partial
582,2024,12181.38,42977.82,179975.45,828,7,0,2024-02-02,0.29,0.08,10.573982,11.610513,4,Retail,1,business,property,48,1,4,partial
584,2023,9630.77,29615.07,144652.52,552,3,0,2024-01-04,0.19,0.59,11.270749,12.093921,3,Corporate,1,consumption,vehicle,60,1,3,partial
586,2024,72188.67,34732.69,63835.1,421,1,1,2024-03-27,0.41,0.03,9.735175,10.212599,2,Retail,1,investment,none,12,4,0,partial
593,2023,42591.75,18233.53,187698.66,309,2,0,2024-03-15,0.73,0.11,11.488985,12.133481,3,Retail,1,renovation,vehicle,36,0,3,partial
594,2024,90630.63,36925.29,38870.43,615,1,0,2024-06-28,0.97,0.55,10.379489,10.921186,2,Corporate,2,consumption,none,48,0,2,partial
603,2023,74227.46,33330.85,68229.7,572,3,0,2024-01-09,0.81,0.59,10.679699,12.096057,1,Corporate,2,investment,property,24,0,4,partial
604,2024,19934.78,5978.1,113635.03,605,6,0,2024-03-04,0.94,0.03,10.247104,11.431242,4,Retail,1,business,vehicle,60,0,3,partial
608,2024,61763.96,28632.14,121833.56,509,3,1,2024-01-30,0.14,0.57,10.974352,12.042949,3,Retail,0,consumption,property,60,1,2,partial
610,2023,44115.04,12837.17,22755.91,763,5,0,2024-05-15,0.07,0.84,8.825448,11.855811,1,Corporate,3,investment,none,48,2,2,partial
613,2024,58147.72,40204.78,160503.09,715,7,0,2024-05-12,0.56,0.72,9.668972,10.852642,1,Corporate,0,business,none,36,1,2,partial
615,2023,74068.84,21296.89,85089.32,515,2,1,2024-03-16,0.29,0.13,11.223041,12.129459,2,Retail,0,business,vehicle,36,2,3,partial
619,2023,80813.39,49734.21,93155.34,379,6,1,2024-05-08,0.83,0.59,9.876351,11.069667,4,Retail,1,investment,property,24,2,1,partial
620,2023,84530.0,4625.02,165686.52,779,5,0,2024-01-15,0.67,0.67,10.098928,11.065798,2,Corporate,0,consumption,none,24,0,4,partial
623,2023,26143.51,39017.39,88271.01,846,2,1,2024-03-29,0.97,0.04,11.283591,12.02307,2,Retail,2,investment,none,48,3,2,partial
632,2024,4080.44,33685.09,28500.48,317,3,0,2024-06-14,0.25,0.86,9.233844,10.572808,1,Retail,2,investment,vehicle,12,4,3,partial
634,2024,74190.18,38374.94,51759.16,464,3,1,2024-06-18,0.49,0.91,10.698986,11.001557,2,Retail,3,investment,vehicle,36,3,0,partial
635,2024,11528.03,15376.49,192062.57,824,4,0,2024-05-07,0.5,0.85,8.096901,11.614244,0,Corporate,2,investment,property,12,2,4,partial
636,2023,32177.04,24602.72,32672.97,501,4,0,2024-06-22,0.24,0.82,10.472627,12.040531,4,Corporate,2,investment,vehicle,12,3,0,partial
646,2024,1377.9,39825.43,83887.62,645,3,1,2024-06-29,0.59,0.74,11.159106,10.748242,2,Retail,1,business,none,48,2,0,partial
648,2023,68485.28,11627.07,110572.25,665,3,0,2024-01-26,0.44,0.63,9.202432,11.683354,2,Retail,2,investment,property,24,1,3,partial
664,2024,17546.07,11301.66,108790.55,747,1,1,2024-03-01,0.45,0.68,11.395786,11.905132,3,Retail,0,consumption,property,12,1,1,partial
672,2024,65872.96,27552.55,20712.79,812,7,0,2024-05-02,0.36,0.81,11.41907,12.072016,4,Corporate,0,renovation,property,48,0,3,partial
673,2024,99182.52,26178.18,110209.29,618,1,1,2024-03-07,0.02,0.66,9.340934,12.146338,4,Retail,2,investment,none,24,4,3,partial
675,2023,8194.42,14113.12,89079.04,516,7,1,2024-06-30,0.52,0.33,11.503718,11.990626,2,Corporate,3,consumption,vehicle,12,1,4,partial
680,2024,8630.72,14903.78,194974.28,333,5,0,2024-05-29,0.34,0.38,10.324052,11.831453,0,Retail,3,renovation,property,12,4,3,partial
688,2024,34697.63,13892.26,48648.64,565,4,1,2024-01-26,0.0,0.9,9.140676,11.49326,3,Corporate,3,consumption,none,24,0,4,default
689,2023,86772.26,38575.6,83747.76,379,4,0,2024-03-23,0.31,0.02,7.314982,10.601145,0,Retail,2,business,vehicle,24,4,2,partial
691,2024,22337.46,32595.04,95506.67,712,3,1,2024-04-17,0.28,0.7,10.632117,11.903302,2,Corporate,3,business,property,60,1,4,partial
703,2023,36677.4,41620.86,90324.84,551,3,0,2024-04-20,0.39,0.95,11.056465,12.19952,4,Corporate,2,renovation,vehicle,60,1,3,partial
706,2024,7782.04,48773.65,139849.55,311,5,1,2024-02-29,0.13,0.71,10.430779,11.935693,4,Retail,0,renovation,vehicle,48,3,2,partial
709,2023,76552.37,23708.21,58792.31,700,6,0,2024-02-08,0.51,0.99,11.336618,10.043641,0,Corporate,3,renovation,vehicle,48,3,2,partial
712,2023,41422.33,3334.69,59792.88,581,6,0,2024-05-02,0.69,0.69,11.183658,11.602106,1,Retail,3,business,none,36,3,1,partial
716,2024,76165.62,2404.62,151257.97,411,6,0,2024-02-05,0.63,0.03,10.481981,11.780181,2,Corporate,3,business,property,60,4,3,partial
721,2023,90457.18,14783.25,110052.29,677,4,0,2024-01-21,0.8,0.83,11.207726,11.878557,4,Retail,0,consumption,property,24,1,0,partial
722,2023,24043.55,46627.23,94728.02,567,1,1,2024-06-17,0.45,0.28,11.452212,11.915397,1,Corporate,2,business,property,60,0,3,partial
723,2023,80932.21,26160.65,50456.55,597,6,0,2024-04-27,0.52,0.45,9.231858,11.699077,4,Corporate,0,renovation,none,48,2,0,partial
725,2023,6850.3,13589.33,53754.9,616,2,0,2024-02-17,0.81,0.31,10.351542,11.005525,4,Retail,0,investment,vehicle,48,1,1,partial
730,2023,89985.89,19958.34,21899.29,808,5,0,2024-01-26,0.43,0.27,10.755139,12.152657,1,Corporate,1,investment,none,48,3,3,partial
739,2023,65426.09,29929.76,36456.73,845,6,0,2024-02-05,0.7,0.43,10.825801,11.88725,0,Retail,3,renovation,property,24,3,1,partial
756,2024,87548.45,32647.48,120230.97,664,2,0,2024-05-31,0.43,0.38,10.909223,11.045035,2,Retail,2,business,vehicle,12,4,0,partial
760,2023,1018.65,7695.98,180537.16,846,6,1,2024-05-07,0.42,0.63,10.33407,11.264707,1,Retail,2,renovation,none,48,3,4,partial
784,2023,17739.03,48851.58,71689.66,570,1,1,2024-05-28,0.76,0.81,11.113339,12.133222,1,Corporate,1,business,none,60,4,3,partial
788,2024,39586.18,27238.61,78994.5,773,1,0,2024-05-25,0.17,0.3,11.080054,12.099313,4,Corporate,1,investment,none,12,0,2,partial
793,2024,38570.79,6784.42,40809.01,836,6,0,2024-01-15,0.34,0.21,10.971732,11.439573,1,Corporate,0,consumption,none,60,3,2,partial
801,2024,23446.31,44681.76,89953.57,533,2,0,2024-03-19,0.22,0.67,9.414375,10.199744,2,Retail,1,business,vehicle,48,4,1,partial
802,2024,38779.58,3731.92,26699.91,358,5,0,2024-05-13,0.36,0.67,10.783546,10.265715,0,Retail,2,consumption,none,24,3,4,partial
803,2024,13756.02,45386.77,185168.13,550,2,0,2024-06-19,0.23,0.9,10.498676,11.171931,0,Corporate,2,investment,vehicle,12,4,2,partial
809,2024,41863.35,49828.28,141160.04,385,5,1,2024-06-07,0.58,0.02,10.812024,11.79993,0,Retail,2,consumption,none,12,1,2,partial
811,2024,80433.08,35021.59,198334.79,689,6,0,2024-01-28,0.8,0.85,11.432429,11.737317,2,Corporate,0,consumption,property,48,4,3,partial
816,2023,48427.94,38522.36,178908.17,479,5,1,2024-05-15,0.79,0.52,10.790836,11.806267,4,Corporate,3,renovation,none,48,2,2,partial
818,2023,2782.01,16865.14,105138.31,448,3,0,2024-06-05,0.36,0.62,7.776996,11.912453,2,Retail,3,consumption,none,48,0,0,partial
819,2024,42722.96,47078.84,113543.31,420,4,0,2024-05-28,0.99,0.09,10.702027,10.061636,1,Retail,0,investment,property,36,1,1,partial
820,2023,3690.33,26485.7,54303.69,555,7,0,2024-04-29,0.59,0.43,11.31746,10.569171,3,Retail,2,business,vehicle,24,0,2,partial
821,2023,96658.1,36619.42,103167.08,608,4,0,2024-03-28,0.4,0.23,11.267371,11.346966,3,Retail,2,consumption,none,24,1,3,partial
822,2023,13617.94,46205.39,182545.02,358,1,0,2024-06-26,0.84,0.25,10.855659,10.776365,3,Corporate,0,business,none,48,3,0,partial
826,2024,71061.14,48759.0,29153.62,368,3,1,2024-01-31,0.73,0.5,10.15534,10.421049,0,Retail,0,renovation,property,36,4,2,partial
829,2024,97304.86,41660.22,175440.22,745,4,0,2024-02-16,0.75,0.81,10.758855,11.815801,2,Retail,1,investment,vehicle,48,3,1,partial
832,2023,82777.87,15150.88,81370.6,687,6,1,2024-02-03,0.2,0.74,10.947424,12.02432,2,Retail,0,investment,property,48,0,1,partial
833,2024,70232.22,48327.38,181912.3,385,5,0,2024-01-02,0.47,0.59,11.512808,11.954232,0,Corporate,3,business,none,24,0,1,partial
842,2023,84106.63,31405.98,189358.38,526,5,0,2024-04-15,0.86,0.54,11.078669,12.026157,1,Retail,0,investment,vehicle,36,1,2,partial
844,2023,98198.07,46532.12,140755.68,483,2,0,2024-04-03,0.5,0.43,11.152432,11.848363,3,Retail,2,renovation,none,24,0,0,partial
850,2023,62513.11,33805.25,139596.28,621,2,0,2024-03-12,0.68,0.97,10.812854,11.934022,3,Corporate,2,business,property,48,4,4,partial
861,2023,56359.3,15361.95,101495.78,617,5,0,2024-02-21,0.59,0.56,10.493923,11.140719,0,Corporate,2,investment,none,60,0,1,partial
864,2024,63195.57,18501.23,170397.24,698,6,0,2024-05-14,0.84,0.25,11.308154,12.199765,3,Corporate,3,renovation,property,12,3,0,partial
870,2024,53734.91,27523.59,193090.3,592,5,0,2024-05-26,0.28,0.23,10.819764,10.877496,4,Retail,3,renovation,property,48,4,3,partial
871,2024,63873.82,39500.74,159514.72,592,2,0,2024-03-30,0.58,0.61,11.507665,10.978659,2,Corporate,1,consumption,vehicle,36,0,3,partial
874,2023,45534.38,15899.13,131948.61,784,4,0,2024-04-01,0.12,0.52,10.741945,11.184518,3,Corporate,0,investment,property,60,2,0,partial
876,2024,22625.88,28986.56,129222.72,746,1,0,2024-05-22,0.69,0.01,8.953256,12.183627,3,Retail,1,business,vehicle,36,2,3,partial
879,2023,12904.48,17281.25,172904.58,711,2,0,2024-03-18,0.73,0.83,11.135701,12.195481,4,Retail,0,consumption,vehicle,48,3,3,partial
889,2024,7765.75,40788.47,117416.68,807,6,1,2024-06-24,0.04,0.7,8.633821,12.002008,1,Corporate,0,business,vehicle,48,1,1,partial
890,2023,27068.26,23336.4,164694.78,543,4,0,2024-05-04,0.68,0.66,10.158155,11.799843,1,Retail,3,consumption,vehicle,12,1,2,partial
899,2023,5566.23,3836.14,111599.35,719,4,1,2024-05-21,0.41,0.07,10.49186,11.640547,4,Retail,2,renovation,vehicle,36,0,2,partial
901,2023,57149.91,8302.63,31239.97,453,4,0,2024-05-10,0.12,0.36,11.214653,12.179281,1,Corporate,0,consumption,property,60,4,2,partial
910,2024,29099.02,3055.23,89110.46,723,3,1,2024-02-19,0.42,0.94,10.818384,11.885958,0,Retail,3,consumption,property,12,1,2,partial
912,2024,82628.95,24965.15,99999.37,572,3,0,2024-04-02,0.19,0.86,8.252432,12.155055,4,Retail,1,consumption,vehicle,36,2,0,partial
918,2024,8349.85,5316.86,45491.1,819,7,1,2024-05-03,0.42,0.29,11.036004,11.251303,2,Corporate,2,investment,property,48,1,1,partial
921,2024,23408.8,5707.0,38449.34,427,4,0,2024-02-23,0.38,0.16,10.639052,11.290787,2,Corporate,1,consumption,vehicle,12,2,0,partial
938,2023,73294.37,47052.41,116383.69,672,6,1,2024-05-13,0.74,0.45,11.432394,12.065956,2,Retail,1,renovation,property,48,1,3,partial
939,2024,60282.02,43632.75,35325.85,458,5,0,2024-06-25,0.77,0.36,10.82889,10.757368,3,Corporate,3,business,vehicle,24,3,1,partial
940,2024,7384.64,22604.33,74530.13,475,6,0,2024-05-30,0.61,0.68,11.173101,12.156189,4,Corporate,2,investment,none,24,4,4,partial
941,2023,87846.71,49290.27,154027.46,510,3,0,2024-03-18,0.02,0.97,10.028753,11.620401,4,Retail,0,renovation,none,12,0,2,partial
955,2023,87848.91,9.33,193597.79,746,2,0,2024-03-18,0.93,0.36,11.242918,12.137556,1,Retail,1,investment,vehicle,12,2,3,partial
957,2023,33710.39,30698.97,149216.7,466,7,0,2024-01-20,0.69,0.06,11.189624,11.297548,4,Retail,0,business,property,36,1,2,partial
959,2024,34700.18,30821.41,198672.6,759,3,0,2024-03-31,0.03,0.9,11.413161,11.910853,4,Corporate,2,business,vehicle,60,0,2,partial
968,2023,98913.81,22872.15,145700.83,656,5,0,2024-04-08,0.82,0.04,8.37778,11.579822,1,Corporate,3,business,property,60,2,2,partial
969,2023,62991.44,19847.4,72883.0,603,1,1,2024-06-21,0.2,0.95,10.721141,11.796793,4,Retail,3,investment,vehicle,24,2,4,partial
970,2023,53600.34,22769.16,140969.46,532,7,0,2024-02-25,0.58,0.66,11.130748,11.615374,4,Retail,3,investment,vehicle,24,3,3,partial
972,2024,83977.07,20748.02,146388.22,626,3,1,2024-01-02,0.47,0.94,9.251696,12.176035,0,Retail,0,business,property,24,1,2,partial
973,2023,29243.74,36524.62,86910.86,481,6,0,2024-04-14,0.42,0.2,10.637076,11.881588,1,Retail,0,business,property,48,0,2,partial
976,2024,43489.08,6767.77,23188.49,633,7,0,2024-06-21,0.89,0.04,11.453956,11.085804,0,Corporate,2,renovation,vehicle,60,1,1,partial
981,2024,27509.89,9881.96,146575.96,328,6,1,2024-06-16,0.44,0.49,10.695541,12.121292,3,Corporate,0,business,none,12,1,2,partial
989,2023,79126.92,9025.91,23906.02,392,4,1,2024-04-21,0.08,0.45,11.498381,11.197205,1,Corporate,3,consumption,none,24,4,1,partial
999,2023,57761.59,13123.53,133613.85,629,4,1,2024-01-24,0.95,0.33,8.799068,11.372397,4,Corporate,1,investment,none,36,2,3,partial
1000,2024,66223.68,26262.92,49450.97,483,4,0,2024-06-05,0.92,0.96,11.18534,10.555377,4,Corporate,1,renovation,none,12,2,3,partial
3,2023,25978.42,5560.44,121808.63,394,7,0,2024-04-18,0.68,0.82,10.977151,12.111734,0,Corporate,1,investment,none,12,4,3,partial
11,2023,22802.3,43408.46,110704.34,652,1,0,2024-03-08,0.47,0.66,10.830806,11.177469,0,Retail,3,business,property,12,4,1,partial
15,2024,49349.09,14868.08,22432.46,564,5,0,2024-04-23,0.09,0.16,11.48365,11.106553,3,Corporate,0,consumption,none,60,1,4,partial
23,2024,74019.01,8126.9,85315.85,318,7,0,2024-03-24,0.79,0.73,9.535057,12.131609,3,Corporate,1,business,property,24,2,4,partial
26,2023,52998.74,33781.07,128196.41,798,2,1,2024-06-30,0.08,0.73,11.404281,12.013676,4,Corporate,0,investment,none,36,0,2,partial
42,2024,4231.92,1904.32,172749.18,438,6,1,2024-06-29,0.07,0.43,11.148129,10.723162,2,Corporate,0,renovation,property,48,3,3,partial
52,2023,86986.6,30998.43,179955.58,824,6,0,2024-02-18,0.54,0.92,10.19023,11.97338,3,Retail,3,investment,none,36,4,0,partial
55,2023,7404.0,34909.92,107092.99,554,7,0,2024-02-01,0.16,0.17,11.410519,12.124575,4,Retail,0,renovation,none,36,0,2,partial
56,2023,95626.62,10745.83,151116.05,384,7,1,2024-03-01,0.01,0.27,10.680544,10.438021,3,Corporate,0,consumption,property,36,0,4,partial
64,2024,3489.05,2098.2,76961.82,757,5,0,2024-06-18,0.42,0.06,11.309701,12.034927,1,Retail,3,business,property,48,1,4,partial
66,2023,69750.6,18182.27,81593.55,831,1,0,2024-05-08,0.14,0.8,10.58395,11.682977,0,Retail,2,business,vehicle,36,4,3,partial
75,2023,9138.5,4929.71,55003.43,391,7,0,2024-04-11,0.16,0.62,11.353263,11.852653,4,Retail,1,consumption,none,36,0,1,partial
83,2023,91156.98,5823.89,121150.66,368,4,0,2024-02-04,0.08,0.31,11.067065,11.596483,3,Retail,1,investment,none,24,3,2,partial
102,2024,46978.89,12713.06,76621.55,336,5,1,2024-02-20,0.21,0.16,9.613444,11.888657,0,Corporate,0,consumption,property,24,0,1,partial
105,2024,14614.85,14773.4,35186.76,439,2,0,2024-02-14,0.72,0.04,11.087018,10.171169,2,Corporate,2,business,property,24,3,4,partial
107,2024,34740.75,26498.52,143301.1,477,4,0,2024-03-17,0.81,0.17,9.90069,11.965835,3,Corporate,3,renovation,none,12,3,3,partial
109,2024,17317.64,33919.59,147395.58,436,2,0,2024-04-22,0.45,0.45,10.640205,10.165962,4,Corporate,0,business,none,36,3,4,partial
121,2024,17887.61,29638.55,84798.64,489,3,1,2024-03-05,0.51,0.25,9.790334,11.532287,1,Corporate,3,investment,property,60,4,3,partial
130,2023,94862.72,7418.02,33810.21,641,2,1,2024-01-14,0.03,0.26,8.064824,10.761613,0,Retail,1,renovation,property,60,3,0,partial
138,2024,45079.37,8604.3,96733.59,304,4,0,2024-04-02,0.07,0.88,9.997787,12.033173,0,Corporate,3,investment,none,60,4,1,partial
143,2024,79091.42,43938.46,99620.38,556,3,0,2024-05-10,0.26,0.52,10.898623,11.244523,1,Corporate,1,business,property,48,0,2,partial
153,2024,64320.95,27917.62,140360.76,542,4,0,2024-01-24,0.54,0.73,10.792932,11.530155,4,Retail,3,business,property,24,3,3,partial
154,2023,67966.21,43496.89,76774.95,714,6,0,2024-03-05,0.74,0.04,10.832679,11.48428,2,Retail,3,renovation,none,24,2,0,partial
161,2024,14037.65,18577.33,142867.87,642,4,0,2024-06-24,0.61,0.37,10.147296,11.976982,1,Corporate,2,investment,vehicle,24,0,0,partial
170,2024,24184.26,30720.0,176867.94,678,3,0,2024-05-17,0.39,0.48,11.139423,11.576904,2,Retail,3,renovation,property,48,2,1,partial
177,2023,78888.28,26183.17,62747.49,445,2,0,2024-01-13,0.12,0.19,11.166527,11.995435,4,Corporate,0,renovation,vehicle,36,2,3,partial
179,2024,97105.85,15956.17,196205.52,622,6,0,2024-05-21,0.78,0.12,10.503417,10.411283,3,Retail,2,investment,property,12,1,2,partial
200,2023,27004.89,23495.77,89546.26,421,1,0,2024-04-09,0.36,0.87,11.38778,10.905734,3,Corporate,0,renovation,vehicle,24,4,2,partial
204,2023,27885.31,25124.54,68106.56,551,1,1,2024-05-17,0.74,0.94,11.078433,11.689205,4,Corporate,3,consumption,property,36,1,2,partial
215,2023,47816.82,10038.55,95872.01,610,1,0,2024-06-16,0.51,0.08,11.178737,12.157286,2,Corporate,3,renovation,vehicle,60,4,4,partial
223,2023,98400.19,15750.52,36991.55,774,1,0,2024-05-30,0.74,0.35,10.256172,10.418029,1,Corporate,2,business,vehicle,12,1,4,partial
225,2023,27626.94,39570.49,42627.06,791,5,1,2024-04-08,0.91,0.96,6.967487,10.231213,4,Retail,1,investment,property,60,0,3,partial
226,2024,41290.22,45789.41,94598.13,646,1,0,2024-02-24,0.92,0.08,11.3699,10.782702,4,Corporate,2,business,vehicle,36,2,2,partial
229,2023,89256.52,17989.7,157240.01,786,3,1,2024-03-03,0.54,0.64,11.319596,11.816052,3,Corporate,1,consumption,none,36,0,0,partial
232,2023,1289.18,15348.61,182056.2,772,7,0,2024-03-11,0.51,0.97,9.487745,11.427582,1,Corporate,1,consumption,none,60,4,2,partial
233,2024,4936.83,9759.86,139667.24,681,1,0,2024-06-18,0.27,0.98,10.546325,12.035287,3,Corporate,3,renovation,none,12,2,3,partial
234,2023,60803.1,33924.56,38939.52,579,4,1,2024-04-08,0.94,0.47,11.10456,10.402715,2,Retail,0,business,vehicle,60,2,2,partial
241,2024,90830.64,16154.99,140963.56,371,7,0,2024-03-06,0.46,0.16,11.090721,10.921532,2,Retail,2,renovation,property,60,4,1,partial
246,2024,24646.81,49387.48,134377.03,820,1,1,2024-03-19,0.13,0.2,11.364143,11.211898,0,Corporate,2,renovation,vehicle,60,0,2,partial
261,2024,47494.54,16284.24,165037.51,665,7,0,2024-03-13,0.43,0.89,9.60828,11.796693,4,Corporate,3,business,property,12,2,0,partial
262,2023,45596.06,19706.8,168544.76,393,2,0,2024-02-16,0.13,0.91,10.68201,11.872919,1,Retail,3,consumption,vehicle,48,0,3,partial
264,2023,47824.16,30166.71,176276.55,672,3,0,2024-03-21,0.5,0.61,9.27108,10.653903,1,Corporate,2,consumption,property,12,0,3,partial
268,2023,62629.45,40084.21,94543.67,638,3,0,2024-05-05,0.56,0.77,10.58585,12.154178,3,Corporate,2,consumption,vehicle,60,0,0,partial
269,2024,47504.63,23475.93,145615.59,736,7,0,2024-02-21,0.34,0.74,7.8227,11.306995,3,Retail,0,investment,vehicle,24,2,3,partial
282,2023,45299.35,21132.8,68285.06,635,6,0,2024-05-25,0.07,0.66,11.406787,11.907474,1,Retail,3,investment,none,24,3,2,partial
285,2023,47954.55,49781.89,199880.53,791,5,0,2024-05-25,0.94,0.83,10.881407,11.647093,3,Retail,0,renovation,vehicle,36,1,3,partial
293,2023,59495.88,524.68,51560.16,339,4,0,2024-05-31,0.77,0.69,11.351952,11.003723,0,Corporate,3,investment,none,48,4,2,partial
301,2024,54163.74,44753.26,21820.6,658,7,1,2024-01-23,0.84,0.53,8.843841,12.057121,4,Corporate,3,investment,property,36,0,3,partial
306,2024,85559.46,7457.04,46785.57,553,3,0,2024-05-19,0.37,0.24,10.065579,12.027447,0,Corporate,0,business,property,36,2,2,partial
308,2023,5900.19,39296.26,159657.01,697,2,1,2024-05-30,0.76,0.74,10.191655,11.42184,2,Corporate,1,renovation,none,24,4,2,partial
311,2023,83498.39,30896.58,100421.06,469,1,0,2024-01-21,0.49,0.47,10.578559,11.743643,1,Retail,1,renovation,vehicle,12,3,0,partial
